,Time,J_0,J_1,J_2
327,0.32732732732732733,1.7887077797204256,1.6581826275214553,1.722900721244514
328,0.3283283283283283,1.7859830651432276,1.6558104464784265,1.7202030727639794
329,0.32932932932932935,1.783208580687642,1.6530822245404124,1.7174123171716928
330,0.3303303303303303,1.7804908119142056,1.6505850199609995,1.7151036700233817
331,0.3313313313313313,1.777736441232264,1.6480658389627934,1.7128955479711294
332,0.33233233233233234,1.7750386577099562,1.6454301625490189,1.7092573856934905
333,0.3333333333333333,1.7723148930817842,1.6429267944768071,1.707360585220158
334,0.33433433433433435,1.7696958621963859,1.6404108479619026,1.704613871872425
335,0.3353353353353353,1.767035043798387,1.6380479503422976,1.7017638115212321
336,0.3363363363363363,1.7643193742260337,1.635605544783175,1.6992385424673557
337,0.33733733733733734,1.7616916839033365,1.6331730280071497,1.6965058511123061
338,0.3383383383383383,1.7591662555932999,1.6307341568171978,1.6941579123958945
339,0.33933933933933935,1.7566167330369353,1.6282795816659927,1.691404934041202
340,0.34034034034034033,1.7539701350033283,1.6260695466771722,1.6887909332290292
341,0.34134134134134136,1.7514466065913439,1.6236156346276402,1.6865692092105746
342,0.34234234234234234,1.748855173587799,1.6212469730526209,1.6842678673565388
343,0.3433433433433433,1.7463842369616032,1.6189123522490263,1.6815116442739964
344,0.34434434434434436,1.7439522920176387,1.616596938110888,1.6791999684646726
345,0.34534534534534533,1.7414625519886613,1.6143049448728561,1.6765662729740143
346,0.34634634634634637,1.7388923028483987,1.6119333356618881,1.6742312693968415
347,0.34734734734734735,1.736407975666225,1.6096900943666697,1.67162979952991
348,0.3483483483483483,1.7340215453878045,1.6074173534289002,1.6696733115240932
349,0.34934934934934936,1.7315922165289521,1.605126142501831,1.6670750621706247
350,0.35035035035035034,1.7291649682447314,1.6030449410900474,1.664714909158647
351,0.35135135135135137,1.7268092706799507,1.6007414795458317,1.662348710000515
352,0.35235235235235235,1.724461255595088,1.5985280415043235,1.6596916411072016
353,0.3533533533533533,1.7221333030611277,1.5962899355217814,1.6573193073272705
354,0.35435435435435436,1.719734588637948,1.5940760672092438,1.655329112894833
355,0.35535535535535534,1.717495602555573,1.591956407763064,1.6536258291453123
356,0.3563563563563564,1.7151154102757573,1.589899149723351,1.6506860051304102
357,0.35735735735735735,1.7127854889258742,1.587726048193872,1.6482568215578794
358,0.35835835835835833,1.7104892022907734,1.5855355700477958,1.6463755257427692
359,0.35935935935935936,1.7083091102540493,1.5835756808519363,1.6440094420686364
360,0.36036036036036034,1.7059952775016427,1.581364662386477,1.6420851815491915
361,0.3613613613613614,1.7038044212386012,1.5793118746951222,1.6397709203884006
362,0.36236236236236236,1.7015209896489978,1.577267300337553,1.6373455747961998
363,0.36336336336336333,1.6992878839373589,1.575149447657168,1.635340116918087
364,0.36436436436436437,1.6971040954813361,1.5732037257403135,1.6330820759758353
